price_id,commodity,price_date,region,country,price_usd_per_kg,currency,unit,source,is_imputed,ingested_at
53509b6c988d57e11181c6505131fdd2,coffee,2026-05-01,global,global,6.950000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
8dd050b41ca0e38c2032f2933365d909,cocoa,2026-05-01,global,global,4.160000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b9feb5b16120d1fe9fd6dbd23b1df59d,rice,2026-04-01,global,global,0.403000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
634d271ca016fa7cb36ea09df6085666,cotton,2026-04-01,global,global,1.900000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
300647224647f167d7617e154a83a79f,coffee,2026-04-01,global,global,7.300000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
17be674618824475c504e430cd1050c8,cocoa,2026-04-01,global,global,3.400000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
890ee01b08be3c7550bb9024efef2978,rice,2026-03-01,global,global,0.381000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
61b41bc3c91c3394fe025d84b5b73342,cotton,2026-03-01,global,global,1.700000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
ae5fea38d0d1f4dd9d90433f8e1e1e33,coffee,2026-03-01,global,global,7.370000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
90d59c790882f7945e520d6ba4cd3dc3,cocoa,2026-03-01,global,global,3.240000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7e231fcfefc60f2df905fd6641f152b7,rice,2026-02-01,global,global,0.409000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7031dc86029710958093118cd10e04e6,cotton,2026-02-01,global,global,1.630000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
06208f4597320494ea56694b26b8d914,coffee,2026-02-01,global,global,7.080000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
d9ef71361cb123c34de1f9b0b0085476,cocoa,2026-02-01,global,global,3.590000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
3931a455e67c1b8364f02a16793af7ca,rice,2026-01-01,global,global,0.408000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cc1a57ca28c2cfbf0b454e92174dca75,cotton,2026-01-01,global,global,1.640000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
db039490b9b8670263e660fdfc0f2df2,coffee,2026-01-01,global,global,8.020000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e1d6f8f59c83aafbb26eaf2435fbba7c,cocoa,2026-01-01,global,global,4.970000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cf4d25ae12dbe268859b1471f8e6b938,rice,2025-12-01,global,global,0.424000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4f6248aaa5703e3b7ffb9371b7d80244,cotton,2025-12-01,global,global,1.630000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cc50aa2267fc9071aac16f25d198654c,coffee,2025-12-01,global,global,8.400000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
8a9e7ab92f3d0965019d870756478baa,cocoa,2025-12-01,global,global,5.780000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
0a23f57199dca40cbbf19633e7542232,rice,2025-11-01,global,global,0.368000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5da631ead72e5f1e5f13b94fe6bd32de,cotton,2025-11-01,global,global,1.660000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
c20d5255a9751f400cc8a8b24ef685c7,coffee,2025-11-01,global,global,9.050000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
3d70ce1d80edda745e601ca430495334,cocoa,2025-11-01,global,global,5.610000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
74c80e90fa4263071999aa8610420a30,rice,2025-10-01,global,global,0.356000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
67e43b8dc05b971c8284f27e21b2f6da,cotton,2025-10-01,global,global,1.680000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b4e7103394f990cb958b6ec1814dc4aa,coffee,2025-10-01,global,global,8.900000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f1606a89bedcdc957180914d1b84fcda,cocoa,2025-10-01,global,global,5.950000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
a03c8305a56ee3dde0e2c62d7b0baf0c,rice,2025-09-01,global,global,0.374000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
fcdb68bcbcb54c3d738c8aff94d37a2e,cotton,2025-09-01,global,global,1.720000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
070fd61162347b1e9e66c62be865e924,coffee,2025-09-01,global,global,8.830000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7cf7fb697ff04a1b8d053b3a413f63f7,cocoa,2025-09-01,global,global,7.030000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e9c3897ef14fa7948768b39bdeba4fb2,rice,2025-08-01,global,global,0.375000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
0905694477bb42b79d6a4dc805a33b36,cotton,2025-08-01,global,global,1.730000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
17afa5b00725105ad4c60c064e7d7611,coffee,2025-08-01,global,global,8.080000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b82fe4a4f269049864777f3617bae1e8,cocoa,2025-08-01,global,global,7.600000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
948fa40f46b04f734766192d574b77a2,rice,2025-07-01,global,global,0.392000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
1bada5e96d79b6143dacd99f140a44da,cotton,2025-07-01,global,global,1.740000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
8aa68cfe13c18fd457aaa53367f48b5a,coffee,2025-07-01,global,global,7.180000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
ce7ab76f76c2d84e2c5c387b739596b2,cocoa,2025-07-01,global,global,7.370000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
2f18847a08c9c09fc1bcf35e9c4c00c7,rice,2025-06-01,global,global,0.419000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cba19a2f22c5234059d3be8177a2f6bd,cotton,2025-06-01,global,global,1.730000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f8b821a42f9db555f79644f4855abffe,coffee,2025-06-01,global,global,8.010000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
fc8a601ea09248088da36a45e20ed38c,cocoa,2025-06-01,global,global,8.400000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
1cd4968ab3e879da86a107e55faf8d54,rice,2025-05-01,global,global,0.431000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e6ff3d28e4919835bcb95a1e5c0ddb0d,cotton,2025-05-01,global,global,1.720000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e96c111be7d268bb0334c75eb06de087,coffee,2025-05-01,global,global,8.770000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
24b65ffdc06156c9200e68ce5b466ff9,cocoa,2025-05-01,global,global,8.990000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
43b4f409975a20dea3fbc3c1e1dad985,rice,2025-04-01,global,global,0.415000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
273560da591cfe7fd4db7e2a50b3cfe0,cotton,2025-04-01,global,global,1.730000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
0a8b01083faad0f9599fac6c01a318ba,coffee,2025-04-01,global,global,8.640000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7432b079bd2bff15ca947d1e0aa87cb9,cocoa,2025-04-01,global,global,8.150000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
c440eb9b395f7b8dbb3f66a220b1b29b,rice,2025-03-01,global,global,0.425000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
268138bc061d1b248fd993d4d2067ed7,cotton,2025-03-01,global,global,1.710000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4ca1724a1c8ff3d4e44c09f94276a914,coffee,2025-03-01,global,global,8.920000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e29f5b3e6ff085f5eb9c71689a331bd2,cocoa,2025-03-01,global,global,8.080000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b9751b452db9d2b50812a2953b8b22f7,rice,2025-02-01,global,global,0.437000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cf51734ade72f9635e17ebc672c0b826,cotton,2025-02-01,global,global,1.720000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f28c1608e2bc7cb5ebcdd794c29fcea6,coffee,2025-02-01,global,global,9.050000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
dc917427a9598d1da7be8a4f44fb2d1c,cocoa,2025-02-01,global,global,9.860000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b8d6f0704c15ea5151ca75302a9b8583,rice,2025-01-01,global,global,0.478000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5cae5fb0917bf11512320efa10d4a925,cotton,2025-01-01,global,global,1.720000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
3a3a1a9649926e6c513f427c7b524e45,coffee,2025-01-01,global,global,7.810000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
06e63cb2be2a6d6c788e5b7e5ed75dd8,cocoa,2025-01-01,global,global,10.750000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
8ab1704894344dfc4f342c7429a55bbc,rice,2024-12-01,global,global,0.527000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e022bfbf184cff98b131600d402a98b3,cotton,2024-12-01,global,global,1.760000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
70d4c956fdffeb69371f5966acb532fc,coffee,2024-12-01,global,global,7.570000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
3f95f28a662ea42817f8883e1bc87c04,cocoa,2024-12-01,global,global,10.320000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5bee102ebb8f8b5d5a76132a02795d20,rice,2024-11-01,global,global,0.511000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
88211173f9e92d6fa4fe98019422b2e9,cotton,2024-11-01,global,global,1.800000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e2545eb8b9f1d6914d4040d413d09044,coffee,2024-11-01,global,global,6.720000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5a4e1d69898674a1b5776b0a498fdb86,cocoa,2024-11-01,global,global,7.890000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4bdce068e50965d9f3b4451a454b9b77,rice,2024-10-01,global,global,0.515000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f5a935d4ffb767769d8fcdb868641c14,cotton,2024-10-01,global,global,1.840000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
a7e09dd1580f6daabcce06d53639bae7,coffee,2024-10-01,global,global,6.100000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7f13c583950d4225da3f7528d78149c3,cocoa,2024-10-01,global,global,6.660000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
09f0319cd0a79258356bc1355e6f68dc,rice,2024-09-01,global,global,0.580000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
69224c3992486f096c411beb1bd4d19a,cotton,2024-09-01,global,global,1.820000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
35c58bdf26b825ab379aed88565bff12,coffee,2024-09-01,global,global,6.120000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b2f0c39aa4904d9220312f7b8b2c095e,cocoa,2024-09-01,global,global,6.520000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5fb614748667d9338ee21cfa76608d1c,rice,2024-08-01,global,global,0.589000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f778121b556ea5bc0bdd2c40f80beb8d,cotton,2024-08-01,global,global,1.760000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
242da155fc73f426e6acafe620efd6a3,coffee,2024-08-01,global,global,5.760000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
2d07542ae5d85ce60dd4663717fe8564,cocoa,2024-08-01,global,global,6.880000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
d813771516cf2af954926b6a21fa00ed,rice,2024-07-01,global,global,0.590000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
edbfb38fdbdddbbae5d79ff9ff3b4144,cotton,2024-07-01,global,global,1.790000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
9f9a585ec233c15089fbd95d0c72af7e,coffee,2024-07-01,global,global,5.670000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
79cb0e6302bad6fed11a0681a3bba475,cocoa,2024-07-01,global,global,7.090000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
6e33b883efaa85fd4633a1abdbc34391,rice,2024-06-01,global,global,0.632000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
0f894a670e07b8a6e2cc2c395ae6cf2b,cotton,2024-06-01,global,global,1.830000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5f07836e43396936e2c4bc228411ee2f,coffee,2024-06-01,global,global,5.480000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
d1603f75b6873a7e5aa43810e70a83ba,cocoa,2024-06-01,global,global,8.270000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
c40cf734ae4ae587810f3bae48364df7,rice,2024-05-01,global,global,0.628000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
d4d47e5e05ac487b7775ab8da8e9bf10,cotton,2024-05-01,global,global,1.910000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b6dfed389fe69d5199145403a976df39,coffee,2024-05-01,global,global,5.080000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
aa223a40237b0e4f04583e916f1db255,cocoa,2024-05-01,global,global,7.540000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7a7ef57e7a8f3b30dff22639eb6b7602,rice,2024-04-01,global,global,0.592000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f7e821b10c6d97a53e43e7f22f15c9f7,cotton,2024-04-01,global,global,1.990000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
c9631130cb748a783703e5a1379337b0,coffee,2024-04-01,global,global,5.270000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
30389f6ea70fd43f65c4c94476d9deaf,cocoa,2024-04-01,global,global,9.740000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
ada28bbaed5833e4fb6a90f35a5d1598,rice,2024-03-01,global,global,0.613000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
ed7dd6a6bebe9832134f5e559f579684,cotton,2024-03-01,global,global,2.200000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f576f7fa73325f20935f55efa73c048b,coffee,2024-03-01,global,global,4.610000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b7af3b1d1e37b0b1304a66041afd750a,cocoa,2024-03-01,global,global,7.090000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
f978b174b621630a5398f857841eb6ab,rice,2024-02-01,global,global,0.624000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
8e495f2bdf893f0f41df776b5c8ab1b9,cotton,2024-02-01,global,global,2.200000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
51965e9cb45c8a6aac8ce22c9cce38ee,coffee,2024-02-01,global,global,4.600000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
768fc0d4c2057624db4d4c83fda99269,cocoa,2024-02-01,global,global,5.560000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5313094a36e2fffcac0841603d8907ee,rice,2024-01-01,global,global,0.660000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
96a4d3c8d1a54e7eefd2c8e9e728cf3c,cotton,2024-01-01,global,global,2.030000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
cbe16f6ad8fe51fae199c235e9ef60b2,coffee,2024-01-01,global,global,4.470000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4642dfe3c824796c5872aad3fc9218dd,cocoa,2024-01-01,global,global,4.400000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
d762df451d8b3d79f3e4b7a4980b045c,rice,2023-12-01,global,global,0.644000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
2f23d32f8ed598e3db6178348b6ee4fa,cotton,2023-12-01,global,global,2.000000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
315cc11b86a6cfcde1596939c111cb4c,coffee,2023-12-01,global,global,4.650000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
5065e66ff7d3c6acad1fce76e3b2e00c,cocoa,2023-12-01,global,global,4.210000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
21d3ca3483de65ddb7a9432699e17348,rice,2023-11-01,global,global,0.598000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4bb684dae39e9e92fab1ac20637f8ccb,cotton,2023-11-01,global,global,1.990000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
b73cb209a1c1b745b12b8c5dc163d547,coffee,2023-11-01,global,global,4.350000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
fc45cb8443c0d9bfe014c1cd1dd9882e,cocoa,2023-11-01,global,global,4.030000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
e32765b8f6008591e7c84f1a7d4d10f0,rice,2023-10-01,global,global,0.590000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
4243632cd1e7e58e12b3400724fff128,cotton,2023-10-01,global,global,2.110000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
77b484fa86b26aa1d0c600c8f71f8361,coffee,2023-10-01,global,global,4.050000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
7746fcd10e1c188163bc5d365363e08d,cocoa,2023-10-01,global,global,3.630000,USD,kg,WORLD_BANK,false,2026-09-23T15:22:37Z
